code,name,est_level,price,est_price,est_price1,est_price2,disparity2,rep_roe, < 동종업계per,disparity,disparity1,시가총액,거래량,지배주주자본,최대주주지분율,ROE,PER,매출액,영업이익,EPS(원),자기주식수,배당수익률
A095570,AJ네트웍스,3,4610.0,7546,7214,7120,-54.45,8.6,True,-63.68,-56.49,2159.0,197388.0,"[2888.0, 2871.0, 3185.0, nan]",72.18,"[5.27, 0.39, 15.18, nan]","[21.76, 186.12, 5.06, nan]",12028.0,178.0,982.0,1284859.0,6.04
A208710,바이오로그디바이스,3,1585.0,2910,2335,2171,-36.95,11.88,True,-83.59,-47.29,458.0,85880.0,"[423.0, 464.0, 561.0, nan]",24.24,"[8.77, 13.28, 11.98, nan]","[19.25, 8.59, 8.74, nan]",904.0,70.0,213.0,137119.0,
A067990,도이치모터스,3,6150.0,30265,17612,14007,-127.76,26.2,True,-392.11,-186.38,1724.0,125913.0,"[1466.0, 1796.0, 2480.0, nan]",33.11,"[3.48, 20.58, 26.2, 10.66]","[40.81, 4.02, 3.84, 6.52]",12087.0,829.0,1998.0,1100000.0,
A088130,동아엘텍,3,8080.0,18693,17508,17171,-112.51,8.91,True,-131.35,-116.69,862.0,28264.0,"[1485.0, 1554.0, 1648.0, nan]",31.01,"[8.88, 11.19, 7.4, nan]","[12.54, 5.44, 7.47, nan]",2029.0,198.0,1086.0,807091.0,1.85
A109860,동일금속,3,10650.0,32222,24455,22242,-108.84,13.31,True,-202.56,-129.62,746.0,2338.0,"[1015.0, 1098.0, 1242.0, nan]",57.72,"[3.7, 8.93, 13.31, nan]","[13.79, 7.79, 5.62, nan]",866.0,126.0,2226.0,563000.0,2.24
A196450,디오스텍,3,411.0,663,580,556,-35.3,10.08,True,-61.38,-41.09,592.0,0.0,"[456.0, 392.0, 755.0, nan]",9.96,"[-42.35, -22.45, 10.08, nan]","[nan, nan, 17.88, nan]",862.0,29.0,44.0,39912.0,
A038390,레드캡투어,3,21150.0,36385,26777,24039,-13.66,14.22,False,-72.04,-26.6,1817.0,20427.0,"[1397.0, 1488.0, 1639.0, nan]",74.58,"[6.21, 9.76, 14.22, nan]","[15.56, 9.24, 6.05, nan]",2588.0,350.0,2589.0,552500.0,5.11
A228850,레이언스,3,11000.0,12786,12522,12447,-13.16,8.25,True,-16.24,-13.84,1825.0,39115.0,"[1766.0, 1819.0, 1943.0, 2000.0]",64.86,"[8.55, 8.77, 7.81, 4.08]","[20.99, 17.25, 14.97, 22.67]",1262.0,228.0,885.0,854574.0,2.26
A012700,리드코프,3,6720.0,19981,16621,15664,-133.1,11.07,True,-197.33,-147.34,1777.0,77078.0,"[3173.0, 3334.0, 3683.0, nan]",40.16,"[12.03, 9.83, 11.57, nan]","[4.42, 4.41, 4.64, nan]",4954.0,539.0,1531.0,851283.0,2.11
A014100,메디앙스,3,4195.0,27162,15212,11807,-181.46,29.76,True,-547.49,-262.63,495.0,0.0,"[472.0, 499.0, 841.0, nan]",30.49,"[13.48, 6.55, 50.67, nan]","[23.86, 34.87, 3.01, nan]",973.0,16.0,2877.0,236868.0,
A101330,모베이스,3,3520.0,26558,17409,14802,-320.52,18.68,True,-654.49,-394.58,843.0,344509.0,"[2054.0, 2246.0, 2689.0, nan]",45.22,"[7.73, 9.79, 18.68, nan]","[8.25, 3.93, 2.2, nan]",6525.0,320.0,1924.0,227362.0,
A141000,비아트론,3,9440.0,14987,12720,12074,-27.91,10.65,True,-58.76,-34.75,1144.0,119134.0,"[1085.0, 1293.0, 1327.0, nan]",19.07,"[11.73, 20.6, 3.66, nan]","[20.6, 4.95, 27.38, nan]",500.0,38.0,396.0,281420.0,
A009410,태영건설,3,10450.0,45766,36115,33365,-219.28,12.28,True,-337.95,-245.6,4065.0,235832.0,"[9569.0, 10144.0, 11552.0, nan]",49.32,"[10.12, 19.21, 8.38, nan]","[4.51, 2.37, 5.19, nan]",39244.0,3912.0,1152.0,7780.0,2.51
A018310,삼목에스폼,3,7620.0,28798,28755,28742,-277.2,7.99,True,-277.93,-277.36,1120.0,12067.0,"[3222.0, 3303.0, 3423.0, nan]",50.66,"[11.49, 12.12, 4.07, nan]","[5.04, 4.28, 8.97, nan]",1442.0,114.0,932.0,2783927.0,1.2
A023600,삼보판지,3,9400.0,31017,25750,24249,-157.97,11.11,True,-229.97,-173.94,1520.0,783505.0,"[2748.0, 3320.0, 3553.0, nan]",63.54,"[2.65, 19.45, 8.37, nan]","[13.74, 2.22, 4.62, nan]",3670.0,457.0,1779.0,202211.0,1.52
A038540,상상인,3,6770.0,31953,18526,14700,-117.14,26.51,True,-371.98,-173.65,3746.0,194319.0,"[2942.0, 4261.0, 5257.0, nan]",31.93,"[40.99, 37.93, 26.51, nan]","[5.84, 6.24, 3.85, nan]",5413.0,1824.0,2254.0,604037.0,2.31
A035890,서희건설,3,1370.0,3831,2680,2352,-71.65,15.94,True,-179.6,-95.59,2837.0,815014.0,"[2541.0, 2804.0, 3782.0, nan]",48.87,"[13.36, 13.22, 18.62, 31.99]","[7.07, 5.9, 3.81, 2.36]",12430.0,1182.0,294.0,9575559.0,2.68
A045300,성우테크론,3,5110.0,6532,5946,5779,-13.09,9.37,True,-27.83,-16.36,481.0,76688.0,"[422.0, 462.0, 503.0, nan]",41.96,"[14.84, 12.14, 9.37, nan]","[6.5, 6.97, 8.79, nan]",330.0,22.0,481.0,352684.0,0.93
A036830,솔브레인홀딩스,3,43450.0,172741,123879,109956,-153.06,15.06,True,-297.56,-185.11,4180.0,41948.0,"[6450.0, 7255.0, 8313.0, nan]",43.45,"[6.85, 14.53, 15.06, nan]","[13.12, 3.99, 6.0, nan]",10213.0,1742.0,6737.0,526253.0,2.1
A020710,시공테크,3,4850.0,8526,6907,6446,-32.91,11.65,False,-75.79,-42.42,972.0,20151.0,"[955.0, 945.0, 1083.0, nan]",43.21,"[21.5, 1.51, 15.13, nan]","[7.23, 84.96, 6.26, nan]",1198.0,80.0,765.0,1478045.0,1.67
A017000,신원종합개발,3,4280.0,18849,12978,11305,-164.13,16.55,True,-340.4,-203.22,431.0,96172.0,"[637.0, 757.0, 871.0, nan]",18.74,"[24.51, 16.89, 16.55, nan]","[4.2, 3.51, 3.14, nan]",2565.0,69.0,1338.0,472513.0,
A056700,신화인터텍,3,2935.0,4307,3720,3553,-21.04,10.31,True,-46.76,-26.75,855.0,414834.0,"[928.0, 871.0, 966.0, nan]",20.05,"[-2.52, -5.7, 10.31, nan]","[nan, nan, 11.93, nan]",2544.0,163.0,325.0,124000.0,1.29
A006580,대양제지,3,2955.0,16143,10356,8707,-194.65,19.76,True,-446.3,-250.46,793.0,1969425.0,"[846.0, 1129.0, 1345.0, nan]",53.58,"[-0.25, 30.75, 19.02, nan]","[nan, 2.76, 3.71, nan]",2594.0,327.0,876.0,6193269.0,1.23
A036800,나이스정보통신,3,26800.0,42749,31812,28696,-7.07,13.88,True,-59.51,-18.7,2680.0,62954.0,"[1797.0, 2039.0, 2301.0, 2517.0]",42.74,"[22.14, 15.94, 13.88, 10.71]","[6.23, 6.43, 9.52, 10.39]",4529.0,350.0,3011.0,625978.0,1.61
A036190,금화피에스시,3,28300.0,73969,53882,48158,-70.17,14.54,True,-161.38,-90.39,1698.0,4687.0,"[1827.0, 2204.0, 2394.0, 2647.0]",36.08,"[11.76, 19.69, 12.04, 13.65]","[12.47, 4.48, 6.39, 4.94]",2094.0,343.0,4614.0,94210.0,4.41
A066620,국보디자인,3,16650.0,30894,23120,20905,-25.55,13.71,True,-85.55,-38.86,1249.0,43274.0,"[993.0, 1086.0, 1234.0, nan]",53.09,"[14.33, 13.35, 13.75, nan]","[10.29, 7.24, 8.02, nan]",2690.0,116.0,2126.0,627314.0,1.76
A086790,하나금융지주,3,35600.0,106628,100519,98779,-177.47,8.81,True,-199.52,-182.36,106886.0,1183922.0,"[238737.0, 264292.0, 281245.0, 303679.0]",9.94,"[8.79, 8.88, 8.77, 8.48]","[7.24, 4.86, 4.63, 4.31]",111182.0,32587.0,7966.0,8678586.0,5.69
A071050,한국금융지주,3,77100.0,187394,131807,115967,-50.41,15.74,True,-143.05,-70.96,42965.0,453051.0,"[38561.0, 43166.0, 50037.0, 53978.0]",20.7,"[14.11, 12.96, 18.14, 13.73]","[8.33, 6.92, 5.28, 6.65]",14001.0,9418.0,13724.0,2987479.0,4.01
A123890,한국자산신탁,3,3975.0,9693,7120,6386,-60.66,14.28,True,-143.85,-79.11,4928.0,257734.0,"[5120.0, 5931.0, 6620.0, 7759.0]",53.62,"[27.12, 18.52, 14.28, 17.13]","[6.05, 4.85, 4.66, 4.0]",2233.0,1141.0,723.0,1610697.0,5.4
A024720,한국콜마홀딩스,3,25700.0,40060,30573,27870,-8.44,13.16,False,-55.88,-18.96,4774.0,47620.0,"[2938.0, 3814.0, 4485.0, nan]",44.38,"[10.26, 18.57, 10.51, nan]","[24.38, 8.79, 10.09, nan]",5934.0,930.0,2236.0,97500.0,0.86
A034830,한국토지신탁,3,1855.0,6135,4759,4366,-135.38,12.72,True,-230.73,-156.52,4684.0,734399.0,"[7155.0, 8210.0, 8777.0, 9776.0]",35.46,"[25.66, 21.75, 12.72, 9.89]","[4.73, 4.08, 4.91, 5.11]",2557.0,1193.0,428.0,24161374.0,5.24
A053690,한미글로벌,3,9860.0,21909,16140,14497,-47.02,14.19,True,-122.2,-63.69,1080.0,72745.0,"[993.0, 983.0, 1181.0, nan]",26.61,"[9.08, 7.06, 20.64, 11.26]","[10.88, 14.93, 4.71, 8.12]",2947.0,244.0,2038.0,1362240.0,2.08
A020000,한섬,3,29600.0,49982,48547,48138,-62.63,8.37,True,-68.86,-64.01,7290.0,58759.0,"[9255.0, 9907.0, 10456.0, 11126.0]",34.64,"[5.96, 7.56, 8.37, 7.64]","[14.38, 12.33, 9.11, 8.84]",12598.0,1065.0,3462.0,2660406.0,1.43
A003530,한화투자증권,3,2285.0,6342,5776,5615,-145.72,9.36,True,-177.54,-152.78,4902.0,1169708.0,"[8753.0, 9485.0, 11549.0, nan]",46.24,"[6.57, 7.95, 9.36, nan]","[8.62, 4.98, 4.09, nan]",3483.0,1119.0,505.0,677387.0,
A006060,화승인더,3,7280.0,11714,8404,7461,-2.48,15.05,True,-60.91,-15.44,4027.0,235905.0,"[2423.0, 2694.0, 3304.0, nan]",33.59,"[15.42, 7.94, 19.66, nan]","[15.55, 18.63, 11.17, nan]",14259.0,1136.0,1066.0,2071532.0,0.38
A032560,황금에스티,3,7270.0,20714,19433,19067,-162.27,8.88,True,-184.93,-167.3,1018.0,67773.0,"[2174.0, 2313.0, 2601.0, nan]",54.12,"[9.66, 6.48, 10.23, nan]","[6.28, 7.56, 3.9, nan]",2436.0,188.0,1794.0,1861.0,1.43
A005870,휴니드,3,6040.0,16146,11760,10510,-74.01,14.55,True,-167.31,-94.7,853.0,66796.0,"[1096.0, 1086.0, 1158.0, nan]",22.83,"[17.42, 24.28, 7.1, nan]","[9.13, 4.26, 12.89, nan]",1947.0,88.0,564.0,1025525.0,
A023460,CNH,3,1875.0,3156,3067,3041,-62.2,8.37,True,-68.34,-63.57,698.0,71522.0,"[1024.0, 971.0, 1046.0, nan]",60.58,"[2.9, 0.74, 15.27, nan]","[16.94, 70.47, 4.62, nan]",405.0,211.0,414.0,2418619.0,1.57
A028150,GS홈쇼핑,3,138800.0,259052,218890,207446,-49.46,10.74,True,-86.64,-57.7,9109.0,18121.0,"[10631.0, 10884.0, 11462.0, 12387.0]",36.1,"[10.1, 12.46, 9.81, 10.36]","[13.83, 8.8, 8.9, 7.37]",12304.0,1211.0,16696.0,599200.0,4.37
A151860,KG ETS,3,4580.0,25345,14330,11192,-144.36,28.81,False,-453.38,-212.89,1649.0,543893.0,"[1471.0, 1501.0, 2424.0, nan]",46.5,"[8.21, 7.58, 49.82, nan]","[12.77, 10.26, 1.22, nan]",1609.0,159.0,2716.0,1433682.0,3.31
A024940,PN풍년,3,4095.0,5172,4650,4502,-9.93,9.58,True,-26.29,-13.56,410.0,212608.0,"[321.0, 331.0, 383.0, nan]",38.07,"[4.55, 3.67, 15.19, nan]","[18.75, 18.75, 4.11, nan]",546.0,-13.0,542.0,1101320.0,1.12
A091340,S&K폴리텍,3,4925.0,18886,12298,10421,-111.6,19.0,True,-283.46,-149.71,576.0,35413.0,"[687.0, 727.0, 888.0, nan]",42.34,"[5.92, 11.94, 19.0, nan]","[14.98, 5.03, 6.46, nan]",3380.0,257.0,1311.0,494438.0,
A255220,SG,3,1890.0,3860,2722,2398,-26.86,15.65,True,-104.23,-44.02,694.0,56329.0,"[370.0, 595.0, 707.0, nan]",40.46,"[38.96, 21.35, 15.65, nan]","[nan, 13.55, 8.06, nan]",1328.0,128.0,277.0,754641.0,
A950180,SNK,3,16500.0,34814,22774,19344,-17.23,18.78,False,-110.99,-38.03,3475.0,168921.0,"[630.0, 876.0, 3034.0, nan]",33.16,"[nan, 32.95, 15.59, nan]","[nan, nan, 11.05, nan]",1021.0,472.0,1701.0,528203.0,
A078890,가온미디어,3,6250.0,11386,11129,11055,-76.88,8.28,True,-82.18,-78.06,942.0,108602.0,"[1249.0, 1394.0, 1579.0, nan]",16.06,"[5.67, 3.89, 12.08, nan]","[23.76, 22.56, 6.87, nan]",6010.0,291.0,1200.0,664245.0,1.19
A083930,아바코,3,9730.0,19410,13773,12167,-25.04,15.43,True,-99.48,-41.55,1500.0,178382.0,"[1049.0, 1192.0, 1304.0, nan]",27.48,"[-0.82, 22.73, 15.7, nan]","[nan, 3.67, 5.07, nan]",2261.0,233.0,1225.0,2408960.0,4.83
A090740,아이엠이연이,3,4500.0,6108,5570,5416,-20.36,9.34,True,-35.73,-23.77,850.0,497360.0,"[538.0, 555.0, 826.0, nan]",35.67,"[-25.05, 3.6, 9.34, nan]","[nan, 26.69, 16.24, nan]",3161.0,116.0,399.0,3050353.0,0.77
A052790,액토즈소프트,3,11600.0,26802,17194,14456,-24.62,19.76,True,-131.06,-48.22,1314.0,43762.0,"[1071.0, 922.0, 1181.0, nan]",51.08,"[-6.72, -14.94, 19.76, nan]","[nan, nan, 6.82, nan]",627.0,257.0,1833.0,406091.0,
A004650,창해에탄올,3,13700.0,23044,19049,17911,-30.74,11.2,True,-68.2,-39.05,1259.0,82496.0,"[1092.0, 1059.0, 1244.0, nan]",27.13,"[4.55, 3.46, 18.58, nan]","[31.58, 33.01, 5.39, nan]",1873.0,89.0,2328.0,1603534.0,4.78
A049430,코메론,3,8700.0,22641,19228,18255,-109.83,10.64,True,-160.24,-121.01,787.0,17073.0,"[1193.0, 1284.0, 1405.0, nan]",38.73,"[8.19, 9.88, 10.64, nan]","[9.29, 5.62, 5.41, nan]",666.0,139.0,1581.0,763630.0,2.34
A056360,코위버,3,9650.0,20337,15742,14433,-49.56,12.77,True,-110.74,-63.13,945.0,63114.0,"[943.0, 996.0, 1186.0, nan]",28.91,"[7.13, 6.39, 18.91, nan]","[12.26, 11.41, 4.2, nan]",1131.0,117.0,2107.0,450345.0,2.26
A282880,코윈테크,3,21500.0,57479,29890,22028,-2.46,39.63,True,-167.35,-39.02,1989.0,48560.0,"[108.0, 211.0, 1034.0, nan]",24.47,"[25.64, 64.78, 27.52, 5.9]","[nan, nan, 11.87, 32.61]",911.0,208.0,2120.0,307389.0,1.85
A015710,코콤,3,6820.0,8621,7709,7449,-9.23,9.67,True,-26.41,-13.04,1196.0,263678.0,"[1023.0, 1131.0, 1179.0, nan]",59.2,"[10.92, 12.88, 7.12, nan]","[12.98, 8.53, 13.97, nan]",1339.0,133.0,469.0,932563.0,2.44
A052330,코텍,3,9090.0,29983,25343,24021,-164.25,10.73,True,-229.84,-178.8,1416.0,30661.0,"[2614.0, 2898.0, 3179.0, nan]",32.95,"[8.61, 12.72, 10.12, nan]","[11.73, 6.18, 6.51, nan]",2853.0,331.0,1975.0,1293395.0,3.11
A065130,탑엔지니어링,3,9860.0,31638,20705,17589,-78.39,18.76,True,-220.87,-109.99,1575.0,320323.0,"[1578.0, 1724.0, 2123.0, nan]",24.32,"[8.72, 10.15, 18.76, nan]","[7.97, 6.74, 4.45, nan]",13059.0,706.0,2259.0,181464.0,1.0
A051360,토비스,3,7450.0,19367,15537,14446,-93.9,11.88,True,-159.96,-108.55,1245.0,310856.0,"[1658.0, 1773.0, 1940.0, nan]",14.3,"[8.06, 11.45, 11.88, nan]","[10.17, 5.7, 7.14, nan]",4189.0,307.0,1319.0,1785732.0,2.55
A225590,패션플랫폼,3,1255.0,2295,1838,1708,-36.09,11.92,True,-82.85,-46.46,334.0,132000.0,"[181.0, 316.0, 393.0, nan]",53.61,"[26.69, 4.87, 11.69, nan]","[nan, 28.95, 8.16, nan]",794.0,61.0,156.0,1029831.0,
A251970,펌텍코리아,3,14650.0,27029,17952,15365,-4.88,18.07,True,-84.5,-22.54,1817.0,31475.0,"[618.0, 821.0, 1444.0, nan]",61.4,"[30.19, 28.89, 18.07, nan]","[nan, nan, 11.08, nan]",1754.0,269.0,1661.0,287382.0,1.79
A005670,푸드웰,3,5370.0,50017,24737,17534,-226.52,50.19,True,-831.42,-360.66,537.0,30307.0,"[439.0, 471.0, 768.0, nan]",45.81,"[5.95, 9.89, 50.19, nan]","[14.98, 10.58, 1.96, nan]",1439.0,86.0,3109.0,330618.0,1.64
A007330,푸른저축은행,3,8860.0,27414,24411,23556,-165.87,9.75,True,-209.41,-175.52,1336.0,29383.0,"[2312.0, 2476.0, 2654.0, nan]",62.3,"[9.35, 10.18, 9.59, nan]","[5.19, 4.83, 4.8, nan]",559.0,321.0,1631.0,3243332.0,7.02
A039340,한국경제TV,3,5720.0,9373,7061,6402,-11.93,13.52,True,-63.86,-23.44,1316.0,73691.0,"[946.0, 1089.0, 1219.0, nan]",41.97,"[13.77, 14.16, 13.01, nan]","[7.14, 6.2, 7.22, nan]",778.0,137.0,653.0,937408.0,1.91
A023890,한국아트라스비엑스,3,57800.0,188947,133421,117599,-103.46,15.6,True,-226.9,-130.83,5289.0,48475.0,"[2631.0, 3138.0, 3672.0, 4300.0]",31.13,"[17.6, 17.32, 15.6, 14.55]","[10.56, 9.52, 8.8, 9.12]",6480.0,646.0,5806.0,5346107.0,0.78
A017890,한국알콜,3,13650.0,19934,17530,16845,-23.4,9.97,True,-46.04,-28.42,2949.0,286135.0,"[2531.0, 2941.0, 3279.0, nan]",40.49,"[8.18, 10.48, 10.23, nan]","[7.57, 5.4, 5.11, nan]",2914.0,331.0,1472.0,1025167.0,1.33
A045100,한양이엔지,3,13650.0,39047,26893,23430,-71.65,16.54,False,-186.06,-97.02,2457.0,97428.0,"[2380.0, 3054.0, 3274.0, nan]",45.6,"[15.21, 28.01, 9.33, nan]","[7.05, 2.94, 7.5, nan]",7721.0,334.0,1641.0,602572.0,3.66
A054920,한컴위드,3,5810.0,11861,7744,6570,-13.09,18.88,True,-104.15,-33.28,1639.0,136447.0,"[532.0, 602.0, 1243.0, nan]",31.37,"[2.66, 0.5, 36.53, nan]","[31.08, 156.96, 1.46, nan]",158.0,-4.0,1903.0,3398468.0,
A039010,현대통신,3,7290.0,17302,12998,11772,-61.48,13.6,True,-137.33,-78.3,629.0,26537.0,"[600.0, 752.0, 815.0, nan]",38.47,"[28.9, 25.22, 13.6, nan]","[5.33, 5.46, 6.49, nan]",1046.0,105.0,1236.0,586897.0,3.74
A065510,휴비츠,3,7200.0,9540,8796,8583,-19.21,9.16,True,-32.5,-22.16,856.0,48718.0,"[787.0, 839.0, 880.0, nan]",26.62,"[3.99, 8.72, 9.16, -5.06]","[51.01, 13.49, 12.57, nan]",880.0,117.0,663.0,1281476.0,1.8
A010240,흥국,3,5790.0,9072,7133,6580,-13.64,12.37,True,-56.68,-23.19,713.0,63280.0,"[553.0, 617.0, 675.0, nan]",51.18,"[13.25, 14.23, 10.84, nan]","[6.26, 9.48, 7.79, nan]",1045.0,89.0,568.0,772811.0,3.39
A221980,케이디켐,3,12850.0,25254,22234,21374,-66.33,9.95,True,-96.53,-73.03,518.0,3879.0,"[671.0, 723.0, 773.0, nan]",71.07,"[10.14, 9.75, 10.02, nan]","[9.69, 7.3, 6.62, nan]",488.0,64.0,1857.0,213443.0,4.07
A094850,참좋은여행,3,8990.0,18471,11774,9866,-9.75,20.1,False,-105.46,-30.97,1259.0,608719.0,"[735.0, 832.0, 967.0, nan]",42.17,"[18.13, 13.06, 25.44, nan]","[12.37, 10.78, 4.1, nan]",621.0,71.0,1635.0,800000.0,2.54
A290740,액트로,3,10000.0,20203,12671,10525,-5.25,21.0,True,-102.03,-26.71,1007.0,38047.0,"[271.0, 630.0, 760.0, nan]",37.87,"[43.0, 30.38, 21.0, nan]","[nan, 4.05, 9.99, nan]",1078.0,130.0,1461.0,153257.0,1.37
A208350,지란지교시큐리티,3,5530.0,5791,5720,5700,-3.07,8.13,True,-4.71,-3.44,430.0,85277.0,"[383.0, 424.0, 441.0, nan]",44.13,"[19.95, 5.04, 6.26, nan]","[14.74, 25.27, 18.58, nan]",615.0,35.0,318.0,1198.0,
A255440,야스,3,12650.0,27349,17881,15182,-20.02,18.81,True,-116.2,-41.35,1652.0,26710.0,"[1067.0, 1403.0, 1506.0, nan]",46.59,"[20.84, 29.17, 11.22, nan]","[19.6, 5.62, 15.72, nan]",869.0,125.0,1250.0,64180.0,0.76
A030960,양지사,3,10200.0,84161,41857,29802,-192.18,48.77,True,-725.1,-310.36,1630.0,25634.0,"[668.0, 681.0, 1889.0, nan]",75.53,"[3.95, 3.44, 93.94, nan]","[64.15, 71.39, 1.28, nan]",489.0,17.0,7553.0,2243930.0,0.52
A031330,에스에이엠티,3,2370.0,4957,3440,3007,-26.89,16.25,True,-109.14,-45.13,2370.0,621101.0,"[1925.0, 2141.0, 2383.0, nan]",50.02,"[16.27, 15.67, 16.62, nan]","[6.67, 5.18, 5.84, nan]",12138.0,337.0,376.0,2000000.0,6.38
A060540,에스에이티,3,2580.0,4150,3597,3439,-33.31,10.24,True,-60.86,-39.42,674.0,289200.0,"[704.0, 768.0, 844.0, nan]",40.82,"[9.89, 8.53, 11.5, nan]","[7.16, 7.17, 6.27, nan]",1402.0,100.0,355.0,372.0,2.25
A069510,에스텍,3,10000.0,28141,22235,20552,-105.52,12.25,True,-181.41,-122.35,1091.0,27725.0,"[1245.0, 1390.0, 1540.0, 1637.0]",49.55,"[7.97, 15.15, 11.74, 5.85]","[12.66, 5.38, 7.39, 11.73]",3380.0,175.0,1576.0,2500000.0,5.15
A098660,에스티오,3,2120.0,3487,3129,3028,-42.81,9.61,True,-64.48,-47.62,265.0,6276.0,"[337.0, 330.0, 351.0, nan]",67.75,"[-0.4, -0.89, 9.61, nan]","[nan, nan, 9.05, nan]",851.0,54.0,262.0,363728.0,5.06
A003800,에이스침대,3,40850.0,56306,49933,48117,-17.79,9.82,True,-37.84,-22.23,4530.0,489.0,"[3925.0, 4316.0, 4685.0, 5050.0]",79.56,"[6.94, 7.36, 9.82, 9.04]","[16.38, 8.56, 8.77, 10.3]",2774.0,499.0,3987.0,838055.0,3.15
A007530,영신금속,3,2580.0,6089,4416,3939,-52.66,14.69,True,-136.01,-71.14,331.0,39469.0,"[211.0, 367.0, 419.0, nan]",29.19,"[-57.87, 8.92, 14.69, nan]","[nan, 7.82, 3.64, nan]",1198.0,64.0,450.0,150000.0,
A045060,오공,3,4775.0,5852,5173,4980,-4.3,9.88,True,-22.55,-8.34,809.0,108434.0,"[573.0, 735.0, 796.0, nan]",30.96,"[10.7, 9.59, 9.79, nan]","[9.78, 7.04, 7.63, nan]",1519.0,89.0,442.0,87473.0,1.48
A010470,오리콤,3,4410.0,7778,7445,7351,-66.68,8.58,False,-76.36,-68.83,516.0,18236.0,"[727.0, 783.0, 829.0, nan]",62.87,"[5.74, 11.83, 7.36, nan]","[14.24, 6.58, 9.69, nan]",1985.0,80.0,515.0,370315.0,4.41
A089850,유비벨록스,3,9280.0,11116,11000,10968,-18.18,8.11,True,-19.78,-18.54,660.0,136103.0,"[681.0, 678.0, 736.0, nan]",24.56,"[-8.11, 5.27, 8.11, nan]","[nan, 9.82, 8.11, nan]",2794.0,78.0,805.0,378119.0,
A024800,유성티엔에스,3,2510.0,9713,8819,8565,-241.22,9.41,True,-286.99,-251.37,683.0,64350.0,"[1615.0, 1717.0, 1938.0, nan]",48.23,"[7.48, 7.08, 11.61, nan]","[7.83, 5.88, 3.62, nan]",3581.0,74.0,780.0,3652884.0,0.53
A078020,이베스트투자증권,3,7090.0,13016,11323,10840,-52.89,10.17,True,-83.59,-59.7,3934.0,151722.0,"[3897.0, 4037.0, 5140.0, nan]",62.48,"[10.19, 8.58, 11.23, nan]","[11.26, 10.53, 5.49, nan]",1893.0,705.0,1020.0,5075498.0,6.16
A080010,이상네트웍스,3,7300.0,12862,11522,11140,-52.61,9.64,True,-76.19,-57.84,658.0,13065.0,"[769.0, 849.0, 948.0, nan]",50.05,"[10.83, 8.45, 10.04, nan]","[9.85, 9.82, 7.11, nan]",582.0,75.0,1001.0,98424.0,1.4
A016250,이테크건설,3,106100.0,257717,230429,222654,-109.85,9.68,True,-142.9,-117.18,2971.0,0.0,"[2601.0, 2838.0, 2970.0, nan]",48.95,"[11.73, 13.14, 6.68, nan]","[12.35, 6.31, 10.56, nan]",16985.0,770.0,6923.0,182423.0,2.05
A049070,인탑스,3,23800.0,27316,26293,26001,-9.25,8.5,True,-14.77,-10.47,4094.0,181749.0,"[3820.0, 4030.0, 4356.0, 4550.0]",37.93,"[4.36, 5.76, 8.5, 5.76]","[11.06, 8.75, 6.22, 15.95]",9105.0,707.0,2073.0,192896.0,1.94
A115310,인포바인,3,18900.0,54690,45639,43060,-127.83,11.0,True,-189.37,-141.48,603.0,3831.0,"[730.0, 786.0, 849.0, nan]",17.43,"[14.62, 12.72, 11.0, nan]","[8.37, 7.58, 7.61, nan]",193.0,95.0,2817.0,1050332.0,4.2
A094820,일진파워,3,5570.0,10395,8068,7406,-32.96,12.7,True,-86.62,-44.86,840.0,99756.0,"[780.0, 894.0, 960.0, nan]",38.44,"[20.38, 18.93, 12.7, nan]","[5.36, 5.48, 6.94, nan]",1828.0,144.0,781.0,361965.0,5.54
A094970,제이엠티,3,2860.0,4702,3865,3627,-26.8,11.33,False,-64.4,-35.14,479.0,831172.0,"[438.0, 550.0, 553.0, nan]",43.98,"[19.27, 21.73, 1.74, nan]","[14.14, 4.37, 67.05, nan]",833.0,20.0,57.0,36106.0,1.31
A016800,퍼시스,3,29550.0,52608,50045,49315,-66.89,8.67,True,-78.03,-69.36,3398.0,292.0,"[3844.0, 4206.0, 4439.0, nan]",54.71,"[5.86, 11.3, 7.86, nan]","[17.2, 7.76, 9.99, nan]",3047.0,251.0,2953.0,2317576.0,3.39
A189980,흥국에프엔비,3,1655.0,1932,1851,1828,-10.44,8.57,True,-16.75,-11.84,617.0,246241.0,"[574.0, 597.0, 641.0, nan]",50.24,"[4.64, 4.71, 8.57, nan]","[24.37, 17.16, 12.32, nan]",538.0,58.0,144.0,1594580.0,1.69
A015890,태경산업,3,5680.0,9268,8681,8513,-49.88,8.91,True,-63.17,-52.83,1660.0,105435.0,"[1861.0, 2271.0, 2364.0, nan]",63.54,"[4.56, 5.82, 8.91, nan]","[18.37, 13.56, 8.08, nan]",5196.0,108.0,706.0,713753.0,6.48
A024090,디씨엠,3,11800.0,23732,20891,20081,-70.18,9.95,True,-101.12,-77.04,1381.0,5795.0,"[1546.0, 1562.0, 1747.0, nan]",44.57,"[8.6, 4.29, 14.18, nan]","[11.1, 19.12, 6.06, nan]",1453.0,175.0,2005.0,2506909.0,4.12
